SHOPP ID,Supplementary Activity
19044,Replace or Rehabilitate Culvert
19044,Overhead Sign Structures Rehabilitation 
19044,Sign Panel Replacement
19044,Fiber Optics (Communications)
19044,Vehicle Detection 
19044,Repair/upgrade or new curb ramp
19044,Daily Vehicle Hours of Delay (DVHD) Reduced 
19044,Do Not Include
19044,Planting 
19044,Worker Safety - Miscellaneous Facilities and Equipment 
19044,Class II Bike Lane 
19044,Conflict Zone Green Paint 
19044,Do Not Include
19044,Do Not Include
19044,Install LED Lighting  
19044,Use of Locally Available Building Materials
19044,Do Not Include
19142,Concrete Pavement Major Rehab
19142,"Paving  Ramps, Connectors and/or Shoulders"
19142,"Paving  Ramps, Connectors and/or Shoulders"
19142,Replace or Rehabilitate Culvert
19142,Replace or Rehabilitate Culvert
19142,Overhead Sign Structures Rehabilitation 
19142,Changeable Message Sign 
19142,Closed-Circuit Television 
19142,Fiber Optics (Communications)
19142,Vehicle Detection 
19142,Vehicle Detection 
19142,Repair/upgrade or new curb ramp
19142,Transportation Management Center (TMC) Improvements 
19142,Do Not Include
19142,Planting 
19142,Worker Safety - Miscellaneous Facilities and Equipment 
19142,Class II Bike Lane 
19142,Class III Bike Routes 
19142,Conflict Zone Green Paint 
19142,Do Not Include
19142,Do Not Include
19142,Install LED Lighting  
19142,Use of Recycled/Reclaimed Materials  
19142,Do Not Include
19151,Concrete Pavement Minor Rehab
19151,"Paving  Ramps, Connectors and/or Shoulders"
19151,"Paving  Ramps, Connectors and/or Shoulders"
19151,Replace or Rehabilitate Culvert
19151,Replace or Rehabilitate Culvert
19151,Sign Panel Replacement
19151,Vehicle Detection 
19151,Ramp Meter 
19151,New Sidewalk 
19151,Repair/upgrade or new curb ramp
19151,Install Accessible Pedestrian Signal 
19151,Do Not Include
19151,Worker Safety - Safe Access
19151,Worker Safety - Miscellaneous Paving/Treatment
19151,Bike Boxes 
19151,Bike Lane Gap Closure 
19151,Do Not Include
19151,Install LED Lighting  
19151,Do Not Include
19165,Bridge Preservation 
19165,Bridge Rail 
19165,Bridge Approach Slabs 
19165,Do Not Include
19165,Do Not Include
19165,Asphalt Pavement Major Rehab
19165,Concrete Pavement Minor Rehab
19165,Replace or Rehabilitate Culvert
19165,Replace or Rehabilitate Culvert
19165,Overhead Sign Structures Rehabilitation 
19165,Sign Panel Replacement
19165,Closed-Circuit Television 
19165,Vehicle Detection 
19165,Extinguishable Message Sign 
19165,Repair/upgrade or new curb ramp
19165,Daily Vehicle Hours of Delay (DVHD) Reduced 
19165,Do Not Include
19165,Worker Safety - Miscellaneous Facilities and Equipment 
19165,Bike Boxes 
19165,Bike Lane Gap Closure 
19165,Conflict Zone Green Paint 
19165,Enhanced Crosswalk Visibility 
19165,Install Shade for Pedestrian Access 
19165,Transit Stop Improvements 
19165,Do Not Include
19165,Install Solar Shade Panel  
19165,Install LED Lighting  
19165,Use of Locally Available Building Materials
19165,Hazardous Waste Mitigation 
19165,Do Not Include
19298,Bridge Rail 
19298,Do Not Include
19298,Do Not Include
19298,Asphalt Pavement Minor Rehab
19298,Asphalt Pavement Minor Rehab
19298,"Paving  Ramps, Connectors and/or Shoulders"
19298,"Paving  Ramps, Connectors and/or Shoulders"
19298,Safety Treatment to Reduce Collisions
19298,Sign Panel Replacement
19298,Changeable Message Sign 
19298,Closed-Circuit Television 
19298,Vehicle Detection 
19298,Weigh-in-Motion System 
19298,Repair/upgrade or new curb ramp
19298,Daily Vehicle Hours of Delay (DVHD) Reduced 
19298,Do Not Include
19298,Worker Safety - Safe Access
19298,Worker Safety - Miscellaneous Paving/Treatment
19298,Bike Boxes 
19298,Bike Lane Gap Closure 
19298,Conflict Zone Green Paint 
19298,Enhanced Crosswalk Visibility 
19298,Transit Stop Improvements 
19298,Do Not Include
19298,Bicycle and Pedestrian Signage 
19298,Install LED Lighting  
19298,Use of Locally Available Building Materials
19298,Do Not Include
19299,Rumble Strips 
19299,Safety Treatment to Reduce Collisions
19299,Sign Panel Replacement
19299,Repair/upgrade or new curb ramp
19299,Do Not Include
19299,Worker Safety - Miscellaneous Paving/Treatment
19299,Worker Safety - Miscellaneous Facilities and Equipment 
19299,Enhanced Crosswalk Visibility 
19299,Do Not Include
19299,Install LED Lighting  
19299,Use of Locally Available Building Materials
19299,Rumble Strips 
19299,Weigh-in-Motion System 
19300,Concrete Pavement Major Rehab
19300,Replace or Rehabilitate Culvert
19300,Replace or Rehabilitate Culvert
19300,Replace or Rehabilitate Culvert
19300,Replace or Rehabilitate Culvert
19300,Miscellaneous Drainage Work
19300,Overhead Sign Structures Rehabilitation 
19300,Sign Panel Replacement
19300,Changeable Message Sign 
19300,Closed-Circuit Television 
19300,Vehicle Detection 
19300,Ramp Meter 
19300,Repair/upgrade or new curb ramp
19300,Do Not Include
19300,Planting 
19300,Conflict Zone Green Paint 
19300,Enhanced Crosswalk Visibility 
19300,Do Not Include
19300,Install LED Lighting  
19300,Use of Recycled/Reclaimed Materials  
19300,Use of Locally Available Building Materials
19300,Do Not Include
19301,Sign Panel Replacement
19301,Vehicle Detection 
19301,Weigh-in-Motion System 
19301,Repair/upgrade or new curb ramp
19301,Daily Vehicle Hours of Delay (DVHD) Reduced 
19301,Do Not Include
19301,Planting 
19301,Worker Safety - Miscellaneous Facilities and Equipment 
19301,Class I Bike Paths 
19301,Bike Lane Gap Closure 
19301,Enhanced Crosswalk Visibility 
19301,Do Not Include
19301,Install LED Lighting  
19301,Use of Recycled/Reclaimed Materials  
19301,Use of Locally Available Building Materials
19302,Asphalt Pavement Minor Rehab
19302,Sign Panel Replacement
19302,Changeable Message Sign 
19302,Closed-Circuit Television 
19302,Vehicle Detection 
19302,Ramp Meter 
19302,Traffic Signals 
19302,Daily Vehicle Hours of Delay (DVHD) Reduced 
19302,Worker Safety - Miscellaneous Paving/Treatment
19302,Conflict Zone Green Paint 
19302,Do Not Include
19302,Install LED Lighting  
19302,Use of Recycled/Reclaimed Materials  
19302,Use of Locally Available Building Materials
19303,Asphalt Pavement Minor Rehab
19303,Replace or Rehabilitate Culvert
19303,Replace or Rehabilitate Culvert
19303,Replace or Rehabilitate Culvert
19303,Replace or Rehabilitate Culvert
19303,Safety Treatment to Reduce Collisions
19303,Sign Panel Replacement
19303,Vehicle Detection 
19303,Repair/Upgrade or New Curb Ramp
19303,Do Not Include
19303,Enhanced Crosswalk Visibility 
19303,Do Not Include
19303,Install LED Lighting  
19303,Use of Recycled/Reclaimed Materials  
19303,Use of Locally Available Building Materials
19303,Do Not Include
19304,Replace or Rehabilitate Culvert
19304,Replace or Rehabilitate Culvert
19304,Replace or Rehabilitate Culvert
19304,Replace or Rehabilitate Culvert
19304,Replace or Rehabilitate Culvert
19304,Replace or Rehabilitate Culvert
19304,Sign Panel Replacement
19304,Repair/upgrade or new curb ramp
19304,Do Not Include
19304,Enhanced Crosswalk Visibility 
19304,Do Not Include
19304,Install LED Lighting  
19304,Do Not Include
19306,Replace or Rehabilitate Culvert
19306,Replace or Rehabilitate Culvert
19306,Replace or Rehabilitate Culvert
19306,Replace or Rehabilitate Culvert
19306,Miscellaneous Drainage Work
19306,Sign Panel Replacement
19306,Repair/upgrade or new curb ramp
19306,Do Not Include
19306,Worker Safety - Miscellaneous Paving/Treatment
19306,Enhanced Crosswalk Visibility 
19306,Install Shade for Pedestrian Access 
19306,Transit Stop Improvements 
19306,Do Not Include
19306,Install LED Lighting  
19306,Use of Recycled/Reclaimed Materials  
19306,Use of Locally Available Building Materials
19306,Do Not Include
19307,Replace or Rehabilitate Culvert
19307,Replace or Rehabilitate Culvert
19307,Sign Panel Replacement
19307,Enhanced Crosswalk Visibility 
19307,Do Not Include
19307,Bicycle and Pedestrian Signage 
19307,Install LED Lighting  
19307,Use of Recycled/Reclaimed Materials  
19307,Use of Locally Available Building Materials
19307,Do Not Include
19308,Bridge Rehabilitation 
19308,Bridge Rehabilitation 
19308,Do Not Include
19308,Do Not Include
19308,Do Not Include
19308,Do Not Include
20169,Overhead Sign Structures Rehabilitation 
20169,Sign Panel Replacement
20169,Repair/upgrade or new curb ramp
20169,Do Not Include
20169,Enhanced Crosswalk Visibility 
20169,Transit Stop Improvements 
20169,Do Not Include
20169,Install Solar Shade Panel  
20171,Do Not Include
20171,Do Not Include
20171,Relinquishments
20171,Relinquishments
20220,Asphalt Pavement Minor Rehab 
20220,Sign Panel Replacement
20220,Enhanced Crosswalk Visibility 
20220,Install Shade for Pedestrian Access 
20220,Do Not Include
20220,Use of Recycled/Reclaimed Materials  
20220,Use of Locally Available Building Materials
20221,Asphalt Pavement Minor Rehab 
20221,Sign Panel Replacement
20221,Worker Safety - Miscellaneous Facilities and Equipment 
20221,Install Shade for Pedestrian Access 
20221,Do Not Include
20221,Install Solar Shade Panel  
20221,Use of Recycled/Reclaimed Materials  
20221,Use of Locally Available Building Materials
20228,Sign Panel Replacement
20228,Commercial Vehicle Enforcement Station Improvements 
20228,Enhanced Crosswalk Visibility 
20228,Do Not Include
20228,Do Not Include
20229,Concrete Pavement Major Rehab
20229,Sign Panel Replacement
20229,Fiber Optics (Communications)
20229,Enhanced Crosswalk Visibility 
20229,Do Not Include
20229,Use of Recycled/Reclaimed Materials  
20229,Use of Locally Available Building Materials
20229,Do Not Include
20232,Asphalt Pavement Minor Rehab 
20232,Sign Panel Replacement
20232,Enhanced Crosswalk Visibility 
20232,Install Shade for Pedestrian Access 
20232,Do Not Include
20232,Use of Recycled/Reclaimed Materials  
20232,Use of Locally Available Building Materials
20241,Maintenance Facility 
20241,Do Not Include
20241,Do Not Include
20241,Do Not Include
20251,Bridge Rehabilitation 
20251,Bridge Rehabilitation 
20251,Do Not Include
20251,Do Not Include
20251,Do Not Include
20251,Do Not Include
20251,Do Not Include
20253,Concrete Pavement Minor Rehab 
20253,Enhanced Crosswalk Visibility 
20253,Do Not Include
20253,Install Solar Panel  
20253,Install Solar Shade Panel  
20253,Install LED Lighting  
20253,Use of Recycled/Reclaimed Materials  
20253,Use of Locally Available Building Materials
20287,Concrete Pavement Minor Rehab 
20287,Replace or Rehabilitate Culvert
20287,Replace or Rehabilitate Culvert
20287,Enhanced Crosswalk Visibility 
20287,Install Shade for Pedestrian Access 
20287,Do Not Include
20287,Use of Recycled/Reclaimed Materials  
20287,Use of Locally Available Building Materials
20292,Concrete Pavement Minor Rehab 
20292,Enhanced Crosswalk Visibility 
20292,Install Shade for Pedestrian Access 
20292,Do Not Include
20292,Install Solar Panel  
20292,Install Solar Shade Panel  
20292,Install LED Lighting  
20292,Use of Recycled/Reclaimed Materials  
20292,Use of Locally Available Building Materials
20294,Asphalt Pavement Minor Rehab 
20294,Enhanced Crosswalk Visibility 
20294,Do Not Include
20294,Use of Recycled/Reclaimed Materials  
20294,Use of Locally Available Building Materials
20294,Do Not Include
20295,Asphalt Pavement Minor Rehab 
20295,Asphalt Pavement Minor Rehab 
20295,Enhanced Crosswalk Visibility 
20295,Do Not Include
20295,Use of Recycled/Reclaimed Materials  
20295,Use of Locally Available Building Materials
20297,Bridge Rehabilitation 
20297,Bridge Rehabilitation 
20297,Do Not Include
20297,Do Not Include
20297,Vehicle Detection 
20297,Enhanced Crosswalk Visibility 
20297,Install Shade for Pedestrian Access 
20297,Do Not Include
20305,Repair/upgrade or new curb ramp
20305,Do Not Include
20305,Do Not Include
20306,Daily Vehicle Hours of Delay (DVHD) Reduced 
20306,Enhanced Crosswalk Visibility 
20306,Do Not Include
20473,Concrete Pavement Minor Rehab 
20473,Do Not Include
20473,Do Not Include
20475,Asphalt Pavement Minor Rehab 
20475,Replace or Rehabilitate Culvert
20475,Replace or Rehabilitate Culvert
20475,Repair/upgrade or new curb ramp
20475,Traffic Signals 
20475,Do Not Include
20475,Do Not Include
20774,Do Not Include
20774,Do Not Include
20774,Relinquishments
20924,Do Not Include
20924,Do Not Include
20924,Relinquishments
21059,Bridge Preservation 
21059,Bridge Rail 
21059,Do Not Include
21059,Do Not Include
21059,Concrete Pavement Major Rehab
21059,Do Not Include
21059,Do Not Include
21310,Asphalt Pavement Major Rehab
21310,Do Not Include
21310,Do Not Include
21311,Asphalt Pavement Minor Rehab
21311,Replace or Rehabilitate Culvert
21311,Replace or Rehabilitate Culvert
21311,Repair/upgrade or new curb ramp
21311,Do Not Include
21311,Enhanced Crosswalk Visibility 
21311,Do Not Include
21311,Do Not Include
21329,Do Not Include
21329,Total Maximum Daily Load Mitigation  
21329,Do Not Include
21351,Replace or Rehabilitate Culvert
21351,Replace or Rehabilitate Culvert
21351,Do Not Include
21351,Do Not Include
21376,Vehicle Detection 
21376,Weigh-in-Motion System 
21376,Install Accessible Pedestrian Signal 
21376,Traffic Signals 
21376,Do Not Include
21376,Worker Safety - Miscellaneous Paving/Treatment
21376,Worker Safety - Miscellaneous Facilities and Equipment 
21376,Enhanced Crosswalk Visibility 
21376,Do Not Include
21376,Do Not Include
21435,Safety Improvements
21435,Do Not Include
21435,Do Not Include
21435,Do Not Include
21435,Safety Improvements
21647,Replace or Rehabilitate Culvert
21647,Replace or Rehabilitate Culvert
21647,Miscellaneous Drainage Work
21647,Do Not Include
21647,Do Not Include
21647,Replace or Rehabilitate Culvert
21647,Replace or Rehabilitate Culvert
21647,Miscellaneous Drainage Work
21647,Do Not Include
21648,Water Conservation
21648,Do Not Include
21648,Do Not Include
21648,Do Not Include
21648,Planting 
21648,Irrigation System 
21648,Landscape Elements 
21648,Do Not Include
21779,Bridge Rehabilitation 
21779,Bridge Rehabilitation 
21779,Do Not Include
21779,Do Not Include
21779,Enhanced Crosswalk Visibility 
21779,Do Not Include
21779,Curb Radius Reduction  
21779,Do Not Include
21780,Asphalt Pavement Minor Rehab 
21780,Replace or Rehabilitate Culvert
21780,Replace or Rehabilitate Culvert
21780,Replace or Rehabilitate Culvert
21780,Replace or Rehabilitate Culvert
21780,Repair/upgrade or new curb ramp
21780,Do Not Include
21780,Enhanced Crosswalk Visibility 
21780,Do Not Include
21780,Do Not Include
21783,Repair/Upgrade or New Curb Ramp
21783,Install Accessible Pedestrian Signal 
21783,Do Not Include
21783,Do Not Include
21783,Do Not Include
21784,Repair/Upgrade or New Curb Ramp
21784,Install Accessible Pedestrian Signal 
21784,Traffic Signals 
21784,Do Not Include
21784,Do Not Include
21784,Do Not Include
21784,Repair/upgrade or new curb ramp
21784,Traffic Signals 
21784,Do Not Include
21788,Bridge Rehabilitation 
21788,Bridge Rehabilitation 
21788,Do Not Include
21788,Do Not Include
21788,Enhanced Crosswalk Visibility 
21788,Do Not Include
21788,Do Not Include
21788,Bridge Rehabilitation 
21788,Bridge Rehabilitation 
21788,Do Not Include
21788,Do Not Include
21789,Do Not Include
21789,Do Not Include
21789,Relinquishments
21816,Overhead Sign Structures Rehabilitation 
21816,Sign Panel Replacement
21816,Weigh-in-Motion System 
